customerID;gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn
9239-ZBZZV;F;0;N;0;6;No;No phone service;DSL;No;No;Yes;No;Yes;Yes;1;Yes;Electronic check;47.95;305.1;Yes
3097-IDVPU;M;0;Y;1;19;Yes;Yes;DSL;No;No;No;No;No;No;1;No;Credit card (automatic);50.1;910.45;No
4398-HSCJH;F;0;N;0;3;Yes;Yes;DSL;No;No;No;Yes;Yes;No;1;Yes;Electronic check;63.6;155.65;Yes
2197-OMWGI;F;1;Y;1;68;No;No phone service;DSL;No;Yes;Yes;No;Yes;Yes;3;Yes;Electronic check;53;3656.25;No
2303-PJYHN;F;0;Y;0;2;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;1;No;Bank transfer (automatic);19.85;52;No
9795-VOWON;M;0;N;0;7;No;No phone service;DSL;No;No;No;No;No;No;2;Yes;Credit card (automatic);24.35;150.85;No
1237-WIYYZ;F;0;N;0;18;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;1;Yes;Mailed check;19.55;389.25;No
1987-AUELQ;F;0;Y;0;71;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;3;No;Credit card (automatic);25.05;1873.7;No
7852-LECYP;M;1;Y;0;13;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;Yes;1;No;Credit card (automatic);93.8;1261;No
4430-UZIPO;M;0;N;0;3;No;No phone service;DSL;No;Yes;No;Yes;No;No;1;Yes;Mailed check;36.85;108.7;Yes
4822-LPTYJ;M;0;Y;0;72;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;3;Yes;Bank transfer (automatic);103.75;7346.2;No
8165-CBKXO;M;0;Y;1;66;No;No phone service;DSL;No;Yes;Yes;No;Yes;Yes;3;Yes;Credit card (automatic);56.75;3708.4;No
6527-PZFPV;M;0;Y;1;24;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2;Yes;Credit card (automatic);20.8;469.65;No
4855-SNKMY;F;0;N;0;1;Yes;No;DSL;No;No;No;No;No;No;1;Yes;Electronic check;44.1;44.1;Yes
9593-CVZKR;F;0;Y;1;56;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;3;Yes;Mailed check;24.45;1385.85;No
8595-SIZNC;F;1;Y;0;22;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2;No;Bank transfer (automatic);25.6;548.8;No
8008-HAWED;M;0;N;0;14;No;No phone service;DSL;No;No;Yes;No;Yes;Yes;1;Yes;Electronic check;50.75;712.75;Yes
7124-UGSUR;F;1;Y;0;61;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;2;Yes;Credit card (automatic);104.4;6405;Yes
1862-SKORY;F;1;Y;0;40;No;No phone service;DSL;No;Yes;No;No;Yes;No;1;Yes;Electronic check;39.3;1637.4;Yes
5236-XMZJY;F;0;N;0;42;Yes;No;DSL;Yes;Yes;Yes;No;No;No;1;No;Bank transfer (automatic);59.65;2536.55;No
4827-DPADN;F;0;Y;1;72;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;3;Yes;Bank transfer (automatic);83.3;6042.7;No
2694-CIUMO;F;0;N;0;12;Yes;Yes;Fiber optic;No;No;No;Yes;No;No;1;Yes;Credit card (automatic);79.55;958.25;No
5846-ABOBJ;M;0;Y;0;71;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;3;No;Bank transfer (automatic);24.45;1730.65;No
1439-LCGVL;F;0;Y;0;26;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2;No;Mailed check;19.2;459.6;No
0909-SDHNU;F;0;N;1;7;No;No phone service;DSL;Yes;No;No;No;No;No;1;No;Mailed check;29.8;201.95;No
4647-XXZAM;F;0;Y;1;6;Yes;No;DSL;No;No;No;No;No;No;1;No;Mailed check;45.5;285.2;No
1502-XFCVR;F;0;N;0;58;Yes;No;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;2;Yes;Electronic check;106.45;6145.85;Yes
7740-KKCXF;M;0;Y;0;51;No;No phone service;DSL;No;Yes;No;No;No;No;1;Yes;Credit card (automatic);30.05;1529.45;No
5360-XGYAZ;M;0;Y;1;72;No;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;Yes;3;Yes;Bank transfer (automatic);65.65;4664.5;No
9692-TUSXH;F;0;N;0;18;Yes;No;Fiber optic;Yes;No;No;No;Yes;Yes;1;Yes;Electronic check;96.05;1740.7;Yes
7912-SYRQT;F;0;N;0;7;Yes;Yes;Fiber optic;No;No;No;No;No;No;1;Yes;Bank transfer (automatic);75.1;552.95;Yes
3557-HTYWR;F;0;N;0;47;Yes;Yes;DSL;Yes;Yes;No;Yes;No;Yes;3;No;Mailed check;74.05;3496.3;No
4816-JBHOV;M;1;N;0;2;Yes;No;DSL;No;No;No;No;No;No;1;Yes;Electronic check;44.7;93.7;Yes
8920-NAVAY;M;1;N;0;62;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;2;Yes;Bank transfer (automatic);110.75;7053.35;No
1699-TLDLZ;F;0;Y;1;16;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;3;No;Mailed check;19.7;301.55;No
5600-PDUJF;M;0;N;0;6;Yes;No;DSL;No;No;No;Yes;No;No;1;Yes;Credit card (automatic);49.5;312.7;No
8292-TYSPY;M;0;N;0;19;Yes;No;DSL;No;No;Yes;Yes;No;No;1;Yes;Credit card (automatic);55;1046.5;Yes
0567-XRHCU;F;0;Y;1;69;No;No phone service;DSL;Yes;No;Yes;No;No;Yes;3;Yes;Credit card (automatic);43.95;2960.1;No
1867-BDVFH;M;0;Y;1;11;Yes;Yes;Fiber optic;No;No;No;No;No;No;1;Yes;Electronic check;74.35;834.2;Yes
2067-QYTCF;F;0;Y;0;64;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;1;Yes;Electronic check;111.15;6953.4;No
2359-QWQUL;F;0;Y;0;39;Yes;No;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;2;Yes;Credit card (automatic);104.7;4134.85;Yes
9103-TCIHJ;F;0;N;0;15;Yes;Yes;DSL;Yes;No;No;No;No;No;1;Yes;Mailed check;55.7;899.8;Yes
7407-SUJIZ;M;0;N;0;25;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;1;No;Mailed check;20.6;541.5;No
9150-KPBJQ;F;0;N;0;6;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;3;No;Credit card (automatic);19.65;116.85;No
0052-DCKON;M;0;Y;0;66;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;2;No;Bank transfer (automatic);115.8;7942.15;No
3654-ARMGP;F;0;N;0;61;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;3;No;Credit card (automatic);88.65;5321.25;No
9699-UBQFS;F;1;Y;0;43;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;No;1;Yes;Electronic check;94.5;4156.8;No
9367-TCUYN;F;0;N;0;12;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;1;No;Mailed check;20.1;223.6;No
1261-FWTTE;M;1;N;0;23;No;No phone service;DSL;No;No;No;No;No;Yes;1;Yes;Bank transfer (automatic);34.65;768.45;No
3528-HFRIQ;M;1;Y;0;71;No;No phone service;DSL;No;Yes;Yes;No;Yes;Yes;1;Yes;Bank transfer (automatic);52.3;3765.05;No
0708-SJDIS;F;0;N;0;34;Yes;Yes;DSL;No;No;No;Yes;Yes;No;1;No;Mailed check;65;2157.5;No
4140-WJAWW;F;0;N;0;5;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;1;No;Credit card (automatic);19.85;108.05;Yes
2073-QBVBI;F;0;Y;0;41;No;No phone service;DSL;No;Yes;No;Yes;No;No;2;No;Mailed check;35.45;1391.65;No
6928-ONTRW;F;0;Y;1;72;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;3;No;Credit card (automatic);19.7;1379.8;No
3320-VEOYC;M;1;N;0;14;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;1;Yes;Electronic check;95.6;1273.3;No
5231-FIQPA;F;0;N;0;41;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;3;Yes;Mailed check;19.85;810.45;No
6617-WLBQC;F;0;Y;1;23;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;2;No;Credit card (automatic);81.85;1810.85;No
2599-CIPQE;M;0;Y;1;71;Yes;No;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;3;No;Credit card (automatic);109.3;7782.85;No
6653-CBBOM;F;0;N;0;1;Yes;No;Fiber optic;No;No;No;No;No;No;1;Yes;Electronic check;70.3;70.3;Yes
8774-GSBUN;M;0;Y;0;72;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;3;No;Mailed check;25.4;1797.1;No
7326-RIGQZ;M;0;Y;1;6;Yes;No;Fiber optic;No;No;No;No;No;No;1;Yes;Electronic check;69.8;377.85;No
1401-FTHFQ;M;0;Y;1;23;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2;Yes;Credit card (automatic);20;445.3;No
3247-ZVOUO;M;1;Y;0;10;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;1;No;Electronic check;85.55;851.75;Yes
0254-FNMCI;F;0;N;0;72;Yes;No;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;3;Yes;Electronic check;109.9;7624.2;No
1848-LBZHY;F;0;Y;0;7;Yes;No;DSL;Yes;No;No;No;No;No;1;Yes;Bank transfer (automatic);50.3;355.1;No
6101-IMRMM;M;0;N;1;6;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;1;No;Mailed check;94.5;575.45;Yes
8118-TJAFG;M;0;Y;1;9;Yes;No;Fiber optic;No;Yes;No;Yes;Yes;Yes;1;Yes;Electronic check;101.5;906.85;No
5429-LWCMV;F;0;N;0;12;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;1;Yes;Electronic check;89.15;1057.55;No
7298-IZWLY;F;0;N;0;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;1;Yes;Mailed check;19.4;19.4;No
9758-MFWGD;F;1;Y;1;48;No;No phone service;DSL;No;Yes;No;No;No;No;2;No;Bank transfer (automatic);29.9;1388.75;No
3955-JBZZM;M;0;N;0;20;Yes;No;Fiber optic;No;No;No;No;Yes;No;1;No;Electronic check;78.8;1641.3;No
1268-ASBGA;F;1;Y;0;16;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;1;Yes;Credit card (automatic);85.35;1375.15;Yes
8943-URTMR;F;0;N;0;2;Yes;No;Fiber optic;No;No;No;No;Yes;No;1;Yes;Mailed check;79.65;152.7;Yes
4815-TUMEQ;F;0;N;0;10;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2;Yes;Mailed check;19.3;185.2;No
4713-LZDRV;F;1;N;0;2;Yes;No;Fiber optic;No;No;No;No;No;Yes;1;Yes;Electronic check;79.6;195.05;Yes
9909-IDLEK;M;0;Y;1;20;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;No;1;No;Mailed check;96.8;1826.7;No
4092-OFQZS;M;0;Y;0;20;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2;No;Mailed check;20.65;417.5;No
1561-BWHIN;M;0;Y;1;19;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2;No;Mailed check;19.8;344.5;No
4325-NFSKC;M;1;N;0;19;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;No;1;Yes;Electronic check;90.6;1660;Yes
9927-DSWDF;M;0;Y;0;22;Yes;No;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;1;Yes;Electronic check;104.6;2180.55;No
9500-LTVBP;F;0;N;0;35;Yes;Yes;Fiber optic;No;No;No;Yes;No;No;1;No;Credit card (automatic);80.05;2835.9;No
7252-NTGSS;F;0;N;0;1;Yes;No;DSL;No;No;No;No;No;No;1;No;Mailed check;45.15;45.15;No
8149-AIQCG;M;0;N;0;39;Yes;Yes;Fiber optic;No;No;No;No;No;No;1;Yes;Credit card (automatic);73.15;2730.85;No
1360-JYXKQ;F;1;Y;0;54;Yes;No;Fiber optic;No;No;Yes;Yes;Yes;Yes;2;Yes;Electronic check;99.1;5437.1;No
2955-PSXOE;F;0;N;0;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;1;Yes;Bank transfer (automatic);20.2;20.2;Yes
7762-URZQH;M;0;Y;0;66;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;3;Yes;Credit card (automatic);106.05;6981.35;Yes
0899-WZRSD;M;0;N;0;56;Yes;Yes;Fiber optic;Yes;No;No;Yes;Yes;Yes;1;Yes;Mailed check;105.35;5794.45;No
3255-GRXMG;M;0;N;1;18;Yes;No;DSL;No;No;No;No;No;No;1;Yes;Credit card (automatic);45.65;747.2;No
4828-FAZPK;F;0;Y;1;16;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;1;Yes;Credit card (automatic);79.95;1267.95;No
6094-ZIVKX;F;0;N;0;68;Yes;No;DSL;Yes;No;Yes;No;No;No;2;Yes;Credit card (automatic);54.45;3674.95;No
6925-BAYGL;F;1;Y;0;53;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;3;No;Credit card (automatic);25.1;1275.6;No
3262-EIDHV;F;0;Y;1;72;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;3;No;Credit card (automatic);84.7;5893.9;No
7354-OIJLX;M;0;N;0;9;Yes;Yes;Fiber optic;No;No;No;No;No;No;1;Yes;Electronic check;75.85;724.65;No
1376-HHBDV;F;0;N;0;30;Yes;No;DSL;Yes;No;No;No;No;No;1;Yes;Mailed check;48.8;1536.75;No
6907-NZZIJ;F;0;N;0;36;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;1;Yes;Electronic check;99.15;3615.6;Yes
6133-OZILE;F;0;N;0;18;No;No phone service;DSL;No;No;Yes;Yes;No;No;1;Yes;Electronic check;35.2;607.3;No
4135-FRWKJ;F;1;Y;1;55;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;No;2;No;Electronic check;76.25;4154.55;No
2911-UREFD;F;0;Y;0;39;No;No phone service;DSL;Yes;No;Yes;No;Yes;Yes;1;No;Electronic check;55.9;2184.35;Yes
3744-ZRRDZ;M;0;N;0;21;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;1;Yes;Electronic check;82.35;1852.85;Yes
5673-TIYIB;M;0;N;0;2;No;No phone service;DSL;No;Yes;Yes;Yes;No;No;1;Yes;Credit card (automatic);40.4;77.15;Yes
6551-ZCOTS;M;1;N;0;33;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2;Yes;Bank transfer (automatic);24.9;847.8;No
7191-ADRGF;M;0;Y;0;44;No;No phone service;DSL;No;Yes;Yes;No;Yes;Yes;3;No;Bank transfer (automatic);54.3;2390.45;No
5018-LXQQG;F;0;Y;1;30;Yes;No;DSL;Yes;No;No;Yes;No;Yes;1;No;Bank transfer (automatic);66.3;1923.5;No
6892-BOGQE;F;0;Y;0;71;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;3;Yes;Bank transfer (automatic);20.9;1493.2;No
1602-IJQQE;F;0;N;0;4;Yes;Yes;Fiber optic;No;No;No;No;No;No;1;No;Electronic check;75.35;338.1;Yes
4628-WQCQQ;M;0;N;1;35;Yes;No;Fiber optic;No;No;Yes;No;Yes;No;2;Yes;Electronic check;85.15;3030.6;Yes
1746-TGTWV;M;0;Y;0;1;Yes;No;Fiber optic;No;No;Yes;No;No;No;1;No;Credit card (automatic);75.35;75.35;No
5995-SNNEW;M;1;Y;0;23;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;1;Yes;Electronic check;104.45;2184.85;No
8050-WYBND;F;0;N;1;22;No;No phone service;DSL;No;No;Yes;No;Yes;Yes;2;Yes;Credit card (automatic);49.45;1031.4;No
2821-WARNZ;F;0;N;1;49;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2;No;Credit card (automatic);19.45;921.3;No
4879-GZLFH;F;0;Y;1;42;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;1;Yes;Electronic check;92.15;3875.4;No
1644-IRKSF;F;0;Y;1;33;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;2;Yes;Electronic check;93.8;3124.5;Yes
8314-HTWVE;F;0;Y;1;7;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;3;No;Mailed check;19.85;144.15;No
9402-ROUMJ;F;0;Y;1;67;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;No;Yes;2;Yes;Bank transfer (automatic);100.25;6689;No
2507-QZPQS;M;0;N;0;15;Yes;Yes;Fiber optic;No;Yes;No;Yes;No;Yes;1;No;Electronic check;95.7;1451.1;No
7159-NOKYQ;M;0;Y;0;67;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;Yes;3;Yes;Electronic check;93.15;6368.2;No
5707-ZMDJP;M;0;Y;1;53;Yes;No;DSL;Yes;Yes;No;Yes;Yes;No;3;Yes;Mailed check;69.7;3729.6;No
8779-YIQQA;M;0;Y;1;21;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2;No;Mailed check;19.8;350.1;No
7136-IHZJA;F;0;Y;1;40;Yes;No;DSL;Yes;Yes;No;Yes;No;Yes;1;Yes;Mailed check;71.35;2847.2;No
8966-OIQHG;F;0;Y;1;22;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2;No;Bank transfer (automatic);20.75;452.35;No
7074-STDCN;M;0;N;0;39;No;No phone service;DSL;No;No;No;Yes;No;Yes;1;Yes;Electronic check;40.6;1494.5;No
3705-PSNGL;M;0;N;0;45;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2;Yes;Electronic check;20.4;930.45;Yes
8739-QOTTN;F;0;Y;0;2;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;1;No;Mailed check;20.35;41.85;No
1399-OUPJN;F;0;Y;1;57;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;3;No;Bank transfer (automatic);19.75;1272.05;No
0277-BKSQP;M;0;Y;1;8;Yes;No;DSL;No;No;No;No;Yes;No;1;Yes;Electronic check;54.4;475.1;No
6502-HCJTI;M;1;Y;0;7;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;Yes;1;Yes;Credit card (automatic);94.7;673.1;Yes
2606-RMDHZ;M;0;N;0;6;No;No phone service;DSL;No;Yes;No;No;No;No;1;Yes;Credit card (automatic);30.5;208.7;Yes
5774-XZTQC;F;0;Y;1;7;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;1;No;Mailed check;20.45;150.75;No
2676-SSLTO;M;0;N;0;49;Yes;Yes;DSL;No;No;No;Yes;Yes;No;3;Yes;Bank transfer (automatic);66.15;3199;No
6266-QHOJZ;F;0;N;0;65;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;No;No;2;Yes;Electronic check;89.85;5844.65;No
7269-JISCY;F;0;N;0;55;Yes;No;DSL;No;No;No;No;No;No;2;No;Bank transfer (automatic);45.05;2462.6;No
0363-SVHYR;M;0;Y;1;71;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;3;No;Bank transfer (automatic);86.85;6263.8;No
8547-NSBBO;M;0;N;0;35;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;No;1;Yes;Mailed check;96.75;3403.4;No
8258-GSTJK;M;1;N;0;3;Yes;Yes;Fiber optic;No;No;No;No;No;No;1;Yes;Electronic check;77;237.75;Yes
6861-OKBCE;F;0;N;1;11;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;1;No;Credit card (automatic);20.1;221.35;Yes
9940-RHLFB;F;0;N;0;1;Yes;No;Fiber optic;No;No;Yes;No;No;No;1;No;Electronic check;75.3;75.3;Yes
6591-QGOYB;M;0;N;0;17;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;No;1;Yes;Bank transfer (automatic);106.65;1672.1;No
9070-BCKQP;F;0;Y;0;72;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;3;Yes;Credit card (automatic);110.15;7881.2;No
6421-SZVEM;F;0;Y;1;28;Yes;No;Fiber optic;Yes;No;No;No;No;Yes;2;Yes;Bank transfer (automatic);82.85;2320.8;No
1328-EUZHC;F;0;Y;0;18;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;3;No;Mailed check;20.1;370.5;No
2995-UPRYS;F;1;Y;0;40;Yes;No;Fiber optic;No;Yes;No;Yes;Yes;Yes;2;Yes;Credit card (automatic);99.2;4062.2;Yes
8878-RYUKI;F;0;N;0;52;Yes;No;DSL;No;No;Yes;No;No;Yes;1;Yes;Electronic check;59.45;3043.7;No
9633-DENPU;F;0;Y;0;47;Yes;No;DSL;No;Yes;No;No;Yes;No;1;Yes;Bank transfer (automatic);58.6;2723.4;No
7811-JIVPF;F;0;N;0;23;Yes;No;DSL;No;No;Yes;No;No;No;1;No;Credit card (automatic);49.7;1081.25;No
7113-HIPFI;M;0;Y;1;66;Yes;No;DSL;Yes;Yes;Yes;Yes;No;No;3;No;Mailed check;65.85;4097.05;No
8541-QVFKM;F;0;N;0;8;Yes;Yes;Fiber optic;No;No;No;No;No;No;1;Yes;Electronic check;73.5;632.2;No
6686-YPGHK;M;1;N;0;47;Yes;No;Fiber optic;Yes;No;No;No;No;Yes;1;No;Mailed check;85.5;4042.3;Yes
1383-EZRWL;F;0;N;0;7;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;1;No;Mailed check;20.05;164.85;Yes
9258-CNWAC;F;0;Y;1;71;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;3;No;Credit card (automatic);113.65;8166.8;No
5371-VYLSX;F;1;N;0;50;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;No;1;Yes;Electronic check;83.4;4113.7;No
6374-AFWOX;M;0;Y;0;46;Yes;No;DSL;Yes;Yes;Yes;Yes;No;No;3;No;Mailed check;65.65;3047.15;No
4759-TRPLW;M;0;N;0;1;Yes;No;Fiber optic;No;No;No;No;No;No;1;No;Electronic check;70.4;70.4;Yes
5317-FLPJF;F;0;N;0;66;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;Yes;3;Yes;Bank transfer (automatic);61.35;4193.4;No
7621-VPNET;F;0;Y;0;42;Yes;Yes;Fiber optic;No;No;Yes;Yes;No;No;1;Yes;Credit card (automatic);85.9;3729.75;No
6034-YMTOB;F;0;N;0;5;Yes;No;Fiber optic;No;No;No;Yes;No;No;1;Yes;Mailed check;75.65;399.45;No
8563-IIOXK;M;0;Y;1;7;Yes;No;DSL;Yes;No;No;No;No;No;2;Yes;Electronic check;49.75;331.3;Yes
4903-CNOZC;M;0;N;0;29;Yes;Yes;DSL;No;Yes;Yes;No;No;Yes;2;No;Credit card (automatic);70.9;1964.6;No
4353-HYOJD;F;0;Y;1;27;Yes;No;DSL;No;Yes;No;No;No;No;1;No;Mailed check;49.85;1336.15;No
8020-BWHYL;F;1;N;0;15;Yes;No;Fiber optic;No;Yes;No;No;No;No;1;Yes;Credit card (automatic);75.3;1147.45;Yes
7267-FRMJW;F;0;Y;1;25;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;3;No;Mailed check;20.1;486.05;No
2982-VPSGI;F;0;Y;0;11;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;1;Yes;Electronic check;94;1078.9;Yes
4188-FRABG;M;0;Y;0;57;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;No;1;Yes;Electronic check;103.05;5925.75;No
8199-ZLLSA;M;0;N;0;67;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;2;Yes;Bank transfer (automatic);118.35;7804.15;Yes
4128-ETESU;F;1;Y;0;47;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;1;No;Electronic check;99.7;4747.2;No
0620-DLSLK;F;0;N;0;13;Yes;No;Fiber optic;No;No;No;No;Yes;No;1;Yes;Mailed check;81.9;1028.9;No
4625-EWPTF;M;0;N;0;8;No;No phone service;DSL;Yes;No;No;No;No;No;1;Yes;Electronic check;30.45;226.45;Yes
5980-NOPLP;F;0;Y;0;44;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;1;Yes;Electronic check;96.1;4364.1;Yes
3850-OKINF;M;0;Y;1;71;Yes;Yes;DSL;Yes;No;No;No;Yes;No;2;Yes;Electronic check;66.2;4692.55;No
6892-XPFPU;M;1;Y;0;24;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;1;Yes;Electronic check;104.25;2433.9;Yes
8010-EZLOU;M;1;N;0;15;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;1;Yes;Electronic check;80.2;1217.25;Yes
1156-ZFYDO;F;0;N;0;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;1;No;Electronic check;19.75;19.75;No
3295-YVUSR;M;1;N;0;2;Yes;Yes;Fiber optic;No;No;No;No;No;No;1;Yes;Mailed check;72.6;154.3;No
8016-NCFVO;M;1;N;0;55;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;1;Yes;Electronic check;116.5;6382.55;No
4119-ZYPZY;M;1;N;0;71;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;3;Yes;Electronic check;106.8;7623.2;No
5549-ZGHFB;M;0;Y;1;50;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;3;No;Mailed check;24.95;1261.45;No
7577-SWIFR;M;0;N;0;1;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;1;Yes;Electronic check;89.25;89.25;No
0303-WMMRN;M;0;N;0;5;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;1;Yes;Mailed check;19.25;86.05;No
6408-OTUBZ;F;0;N;0;66;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;No;2;Yes;Bank transfer (automatic);104.55;6779.05;No
5204-HMGYF;F;0;Y;1;49;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;2;Yes;Mailed check;87.2;4345;No
1078-TDCRN;F;1;Y;0;3;No;No phone service;DSL;No;Yes;No;No;No;No;1;Yes;Electronic check;30.75;82.85;No
3727-OVPRY;M;0;Y;1;66;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;2;Yes;Credit card (automatic);25.7;1714.55;No
3797-FKOGQ;M;0;N;1;11;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;1;No;Electronic check;86.2;893.2;No
7622-NXQZR;M;0;N;0;28;No;No phone service;DSL;No;No;No;Yes;No;No;1;Yes;Credit card (automatic);30.1;810.85;No
6196-HBOBZ;M;0;Y;0;65;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;No;3;Yes;Electronic check;99.35;6347.55;No
